graph_file,num_nodes,num_edges
70698991.graph,46,45
227939.graph,10,9
71581078.graph,74,76
44486305.graph,37,40
3243481.graph,22,24
91898027.graph,28,32
3949.graph,34,37
66679550.graph,52,55
1439460.graph,29,32
91852165.graph,167,179
91857703.graph,76,81
54647360.graph,36,40
54657676.graph,29,32
54645855.graph,30,34
91845920.graph,34,36
53356726.graph,36,40
20055168.graph,42,41
46904075.graph,29,31
135405047.graph,33,36
9154.graph,16,19
4367545.graph,27,31
69730.graph,13,13
135398704.graph,54,58
2954977.graph,22,24
2946754.graph,31,34
4888.graph,19,21
70678670.graph,47,49
3782034.graph,4,3
54639091.graph,35,38
146170782.graph,18,19
54631768.graph,38,41
139291702.graph,67,71
6426766.graph,13,13
441975.graph,26,30
56927948.graph,22,22
91852926.graph,21,22
54640670.graph,35,38
85599.graph,51,56
44487791.graph,45,50
2728652.graph,18,20
54646325.graph,37,42
440173.graph,19,19
91844965.graph,69,74
138911158.graph,14,13
6857450.graph,14,13
54638897.graph,29,31
146672845.graph,167,180
8111.graph,7,6
68775.graph,22,23
2467621.graph,30,33
10218498.graph,40,39
127115.graph,11,11
129900397.graph,22,24
40469168.graph,32,35
11954204.graph,28,31
10676233.graph,51,58
252290.graph,32,36
440930.graph,24,26
91853963.graph,54,57
23584314.graph,33,36
3245505.graph,30,33
442205.graph,27,30
54654545.graph,42,46
54651323.graph,29,31
25154887.graph,16,16
86289602.graph,54,56
91851256.graph,26,27
658282.graph,25,28
49837819.graph,24,27
746449.graph,21,23
40632.graph,14,15
14135862.graph,12,11
5312111.graph,84,89
91849468.graph,78,83
60189812.graph,27,29
44495520.graph,43,45
46878552.graph,74,79
54654194.graph,41,45
54638405.graph,24,25
132282315.graph,19,19
7020110.graph,22,21
439343.graph,13,13
91856397.graph,97,104
44492030.graph,44,47
44485875.graph,41,44
51351657.graph,44,48
124202399.graph,25,24
44229138.graph,20,22
23426095.graph,18,17
8154.graph,20,19
122198284.graph,30,33
44231743.graph,26,27
135886627.graph,32,34
7202911.graph,23,26
25201928.graph,11,10
16124915.graph,70,72
91856703.graph,106,112
54646360.graph,29,32
91853165.graph,87,93
193732.graph,27,29
146672800.graph,198,213
53792010.graph,17,18
6857415.graph,15,14
45934047.graph,40,39
426028.graph,15,17
70788962.graph,116,125
54638091.graph,32,34
44593590.graph,28,32
5786987.graph,31,35
5312585.graph,10,9
86289647.graph,61,61
54651366.graph,27,29
442240.graph,19,21
54654500.graph,38,42
54649189.graph,33,34
25171488.graph,72,73
53355450.graph,50,51
619834.graph,19,21
13.graph,9,9
2830268.graph,19,19
5888.graph,19,22
54053901.graph,22,25
46878517.graph,25,27
86289296.graph,70,74
54649558.graph,31,33
127045229.graph,34,38
60189857.graph,29,33
132282350.graph,30,30
3239116.graph,31,34
54638440.graph,21,22
146672492.graph,155,166
23668197.graph,4,2
16188949.graph,28,31
13676.graph,14,14
71443326.graph,23,23
46888372.graph,26,27
2949.graph,25,29
44176418.graph,21,20
3082052.graph,14,14
44485830.graph,41,43
13075719.graph,36,38
124079384.graph,54,54
44492075.graph,39,40
44505954.graph,40,43
7041.graph,11,11
98345255.graph,34,35
5280650.graph,54,53
285033.graph,39,43
44619926.graph,44,46
54649275.graph,34,35
91854789.graph,216,233
91825691.graph,37,39
16755631.graph,21,22
54618941.graph,33,35
54620182.graph,37,40
4122371.graph,25,26
10887808.graph,167,174
135429808.graph,15,16
54618102.graph,42,45
13389335.graph,15,15
44487428.graph,34,35
60189739.graph,36,40
65553.graph,25,28
5068715.graph,52,56
44505117.graph,34,36
7802.graph,8,7
2098158.graph,27,29
9863776.graph,26,27
15586718.graph,21,23
91846538.graph,147,158
91861247.graph,37,39
54661332.graph,34,38
60191107.graph,34,38
537327.graph,13,12
535812.graph,18,20
54632333.graph,43,47
52927145.graph,53,52
11002018.graph,23,23
19105.graph,21,22
151275.graph,13,12
8679.graph,17,19
65182.graph,24,27
45100452.graph,35,40
25203530.graph,20,20
9543297.graph,12,12
11966163.graph,54,56
5460471.graph,1,0
53321403.graph,20,21
3843095.graph,18,20
44488210.graph,45,47
54666622.graph,32,35
91854358.graph,142,152
44495699.graph,42,45
44619963.graph,41,43
24793509.graph,29,31
44498392.graph,37,39
54664983.graph,33,38
54649230.graph,35,36
91859653.graph,50,53
54618904.graph,34,37
23665760.graph,3,1
132282438.graph,26,26
54637982.graph,36,38
947.graph,2,1
54638328.graph,33,36
2662.graph,26,28
766948.graph,21,23
5280615.graph,11,10
128843.graph,10,9
9921310.graph,18,18
49866400.graph,35,37
72551451.graph,34,37
7847.graph,4,3
26001.graph,7,6
72193677.graph,32,35
3657896.graph,30,33
54618147.graph,42,45
54620984.graph,34,37
5843397.graph,22,22
104.graph,10,10
92449665.graph,29,28
5327723.graph,25,30
91972187.graph,207,214
23789069.graph,23,28
44505583.graph,40,43
57957886.graph,24,24
15181201.graph,36,40
25245604.graph,26,27
124202065.graph,18,19
46885917.graph,32,35
135563705.graph,20,22
91861202.graph,98,105
54646408.graph,30,33
54618596.graph,40,43
54632376.graph,33,34
1765989.graph,23,25
5460434.graph,23,26
11966126.graph,60,63
1491532.graph,23,25
54666667.graph,26,29
54641118.graph,33,36
54654268.graph,41,45
91849794.graph,111,118
53355338.graph,49,50
91859282.graph,66,69
52951508.graph,55,58
115237.graph,31,35
73707496.graph,29,31
393595.graph,29,33
70679118.graph,55,62
16084218.graph,31,33
1432356.graph,31,33
9679.graph,9,9
46173934.graph,64,71
9555291.graph,32,34
56834172.graph,34,37
60185277.graph,27,30
24905142.graph,24,28
60190107.graph,29,32
91847538.graph,136,146
230280.graph,10,11
46835115.graph,1,0
3237003.graph,28,31
54631806.graph,36,38
54633333.graph,33,35
86187.graph,17,18
847923.graph,18,19
60190944.graph,30,33
54657918.graph,27,29
13922191.graph,18,19
4089709.graph,29,32
52931143.graph,48,47
12005243.graph,28,32
46173177.graph,40,43
35026803.graph,27,30
45266566.graph,55,58
70680410.graph,33,36
118796888.graph,112,117
54631494.graph,40,43
54619941.graph,38,41
124576738.graph,26,30
3627.graph,22,24
6041.graph,12,12
44504954.graph,28,29
5281650.graph,30,32
25243780.graph,30,33
91666422.graph,42,41
898352.graph,18,19
53480934.graph,34,33
32334.graph,16,17
11636816.graph,6,5
25244290.graph,11,11
20055294.graph,50,56
54619102.graph,32,34
10391691.graph,37,38
10153977.graph,1,0
2734162.graph,10,10
44486428.graph,43,45
91860202.graph,66,68
54647408.graph,32,36
71297770.graph,95,102
60185232.graph,31,35
60190142.graph,32,36
7016085.graph,17,16
54633376.graph,35,37
54619596.graph,36,39
54631843.graph,34,36
24892748.graph,48,48
46173971.graph,25,29
44251425.graph,51,50
56666692.graph,28,33
25202575.graph,15,15
24778624.graph,50,49
44263869.graph,91,96
1986.graph,13,13
44503093.graph,33,35
134160381.graph,31,30
44602468.graph,32,34
135857545.graph,68,70
91857828.graph,62,66
3244228.graph,24,26
44499743.graph,35,37
44489255.graph,42,45
54675844.graph,15,14
54640118.graph,34,37
54655268.graph,39,43
42254104.graph,10,9
14768067.graph,14,15
44506224.graph,46,49
5281615.graph,32,35
74843.graph,23,24
111080.graph,36,39
9833444.graph,78,81
7090639.graph,15,15
44618963.graph,45,48
45266523.graph,7,6
71298148.graph,64,68
44489684.graph,43,46
86295177.graph,9,9
14408092.graph,18,20
53320097.graph,21,23
54639328.graph,27,30
54619904.graph,33,35
230614.graph,22,25
51041097.graph,36,40
16746014.graph,20,20
54619147.graph,36,39
1477780.graph,28,31
37517.graph,21,22
10268.graph,8,8
6847.graph,13,14
52921882.graph,30,29
5283563.graph,40,39
6604009.graph,29,32
5289111.graph,26,28
10255824.graph,36,35
70678534.graph,10,9
44237117.graph,14,13
882273.graph,17,18
54647867.graph,35,38
54640534.graph,31,33
54650022.graph,25,28
91845227.graph,65,68
53478053.graph,46,45
44617334.graph,36,38
54614866.graph,43,46
91847151.graph,82,87
54657532.graph,36,40
9654203.graph,29,31
443947.graph,22,25
134716626.graph,29,32
99211.graph,23,24
46705495.graph,19,18
25244228.graph,15,14
9210.graph,10,11
44493331.graph,39,42
71728418.graph,70,71
251636.graph,22,25
45479373.graph,59,58
7016078.graph,17,16
146170854.graph,129,138
6879306.graph,21,22
12249889.graph,33,34
53239760.graph,116,118
2099531.graph,31,35
16213812.graph,23,24
664765.graph,31,34
24755529.graph,30,33
137553837.graph,25,27
21594964.graph,18,19
5281239.graph,48,50
2218783.graph,18,19
12532.graph,19,18
23666879.graph,36,39
6559236.graph,16,16
54639704.graph,31,33
46916180.graph,27,31
70698296.graph,42,46
66577006.graph,36,40
91848769.graph,75,79
91850586.graph,241,258
24792125.graph,31,34
91862189.graph,36,38
3976006.graph,21,23
54640571.graph,25,26
91845262.graph,197,210
54650067.graph,23,25
54647822.graph,34,38
6436171.graph,18,19
54631469.graph,42,45
4385641.graph,21,24
54614823.graph,41,43
135410875.graph,31,33
54639390.graph,30,32
118796875.graph,29,30
70678571.graph,28,29
3731047.graph,18,19
289151.graph,15,17
79127.graph,8,9
3172890.graph,30,33
1403046.graph,28,31
9255.graph,5,5
18529.graph,18,18
11947720.graph,33,35
6440579.graph,40,44
443902.graph,21,23
53478855.graph,54,53
54657577.graph,34,37
71297319.graph,66,69
134716663.graph,47,56
44618198.graph,42,44
11613070.graph,34,36
6603933.graph,8,7
6998947.graph,13,12
5162682.graph,3,2
44491841.graph,39,41
44493374.graph,43,47
45266909.graph,13,13
444080.graph,9,8
1623337.graph,34,37
2745456.graph,17,19
146170811.graph,187,201
5355967.graph,19,20
44140570.graph,49,54
53239725.graph,54,57
54639741.graph,23,24
70697879.graph,42,47
44491002.graph,43,46
443590.graph,42,50
91857890.graph,157,168
137553872.graph,23,25
104799.graph,19,18
3175951.graph,30,33
25203588.graph,13,12
124202098.graph,29,31
145944464.graph,30,29
25154714.graph,54,59
470999.graph,31,33
91846580.graph,51,53
44497557.graph,37,40
60189350.graph,30,34
10748147.graph,59,62
934282.graph,19,21
135926594.graph,33,36
528.graph,11,10
439801.graph,9,8
7010568.graph,17,16
54638704.graph,27,29
11953887.graph,109,114
10129889.graph,4,3
44490047.graph,30,32
54654295.graph,40,44
12315316.graph,8,7
65979.graph,15,17
7428.graph,13,13
91851157.graph,62,66
53479053.graph,55,54
442104.graph,18,20
86289503.graph,16,17
91846912.graph,34,36
242487.graph,21,24
91825629.graph,29,29
146672307.graph,187,201
5460018.graph,10,10
11954105.graph,22,25
194166.graph,43,44
176920.graph,23,25
52937879.graph,48,51
13936688.graph,42,46
1246587.graph,15,15
107838.graph,13,15
9939941.graph,48,47
120704.graph,38,43
44508030.graph,44,47
71314663.graph,40,44
11295.graph,25,27
439493.graph,21,23
54615025.graph,49,52
442947.graph,15,17
124079411.graph,15,15
440272.graph,19,19
91846151.graph,125,134
44487490.graph,48,51
91853221.graph,51,54
60189781.graph,34,38
54646024.graph,33,37
135543905.graph,25,27
853679.graph,22,25
60189315.graph,30,34
16760302.graph,9,8
9883029.graph,23,26
10251295.graph,29,28
138756218.graph,31,33
145944421.graph,52,55
129900402.graph,38,39
781301.graph,21,23
54638741.graph,35,37
146672793.graph,45,48
439844.graph,26,30
132282051.graph,26,29
3239217.graph,28,31
44487847.graph,39,42
25164028.graph,37,38
54649659.graph,31,33
86289197.graph,100,99
23421210.graph,22,23
4879767.graph,24,27
14034680.graph,31,33
137747.graph,4,3
6536806.graph,19,21
91846957.graph,61,64
54649288.graph,31,32
44497980.graph,41,44
86289546.graph,37,38
54654601.graph,39,43
146672342.graph,135,145
54638390.graph,31,33
132282480.graph,77,80
54625719.graph,35,37
11954140.graph,22,25
54615060.graph,41,44
3939859.graph,29,30
54646061.graph,33,36
91853264.graph,34,36
91851951.graph,37,39
44619198.graph,39,41
5315394.graph,31,33
6438398.graph,40,40
16686084.graph,9,8
16190435.graph,23,25
19529.graph,21,22
8255.graph,4,3
60184935.graph,31,35
54666523.graph,34,38
91854059.graph,84,90
97790.graph,12,12
6918585.graph,128,136
54632871.graph,35,36
5460770.graph,8,8
11966262.graph,11,10
6887433.graph,20,21
9543196.graph,12,12
52925132.graph,36,35
25211051.graph,32,35
11069398.graph,24,25
24779560.graph,48,47
107713.graph,42,47
102175.graph,20,22
1244199.graph,16,17
75795.graph,6,5
124202321.graph,24,25
9576089.graph,11,10
2337588.graph,20,21
8578.graph,20,22
44216410.graph,33,38
54637654.graph,39,42
54632032.graph,36,39
691.graph,12,12
54661033.graph,35,39
44492088.graph,39,41
124079379.graph,24,26
98579.graph,15,16
56835273.graph,38,41
54740368.graph,23,24
122198279.graph,43,42
44505216.graph,34,37
5391173.graph,12,13
53388138.graph,51,53
45480587.graph,109,113
54649937.graph,20,22
23657868.graph,13,12
54618203.graph,39,42
240.graph,8,8
91825590.graph,61,65
54630795.graph,36,39
440988.graph,20,22
54649174.graph,31,32
67524.graph,14,14
60877.graph,16,17
5280551.graph,21,23
23815298.graph,32,36
7340.graph,17,18
31343.graph,17,16
2526.graph,10,9
647957.graph,20,22
5875.graph,28,31
70679219.graph,31,30
442629.graph,20,21
54654169.graph,34,37
60184970.graph,38,42
54666566.graph,37,41
54641219.graph,31,33
21256406.graph,19,18
54632834.graph,35,37
5460735.graph,9,10
54632077.graph,34,36
87795061.graph,18,17
54618697.graph,37,40
54731235.graph,15,14
6951458.graph,13,13
5462443.graph,18,21
54646709.graph,28,31
60191243.graph,33,37
44485888.graph,45,50
56835236.graph,35,37
124202364.graph,44,43
25240363.graph,61,60
19241.graph,14,14
18411366.graph,4,3
139036277.graph,10,10
54649972.graph,24,26
60191692.graph,28,31
91972286.graph,17,17
205.graph,8,7
54618246.graph,34,36
224665.graph,17,17
5374423.graph,12,11
11169.graph,16,16
5073.graph,30,34
44507966.graph,46,49
5702067.graph,21,23
9909587.graph,29,30
65617.graph,15,16
2250975.graph,16,16
2563.graph,16,16
7305.graph,11,10
54638029.graph,40,44
3815167.graph,4,3
54649131.graph,34,35
91849044.graph,36,38
16722138.graph,62,68
44486729.graph,39,42
91852198.graph,48,51
54619203.graph,43,46
70697717.graph,28,33
25244191.graph,66,68
4036.graph,19,20
44501470.graph,42,45
651951.graph,28,30
4875.graph,1,0
32876.graph,15,15
178033.graph,16,15
3526.graph,25,24
6340.graph,3,2
646957.graph,25,28
54631795.graph,37,39
5362460.graph,37,43
441988.graph,27,32
45266667.graph,64,68
956292.graph,24,25
6621395.graph,24,26
656890.graph,67,71
5150932.graph,25,27
73285.graph,17,19
44489111.graph,33,35
91860905.graph,86,92
86290084.graph,29,28
54660870.graph,30,34
44494598.graph,44,46
44620635.graph,41,42
57582386.graph,24,25
54633871.graph,34,36
54621652.graph,28,29
54631344.graph,33,35
1143072.graph,29,32
188287.graph,10,10
54633032.graph,33,35
129626611.graph,31,33
135519995.graph,25,27
71297434.graph,96,103
71581085.graph,12,12
91860146.graph,146,156
91847639.graph,117,124
90489019.graph,23,24
91858985.graph,22,23
60185176.graph,27,31
5309030.graph,33,36
139283.graph,2,1
52936752.graph,44,51
5283662.graph,29,32
1615.graph,14,15
716312.graph,13,13
137553759.graph,15,14
2976095.graph,28,32
71567.graph,12,12
2734226.graph,16,16
91845998.graph,90,96
91848807.graph,82,88
54648972.graph,33,34
54619246.graph,40,43
11245970.graph,28,31
70697752.graph,25,28
54639029.graph,33,36
53359577.graph,27,28
71298249.graph,81,86
91858552.graph,107,114
4659956.graph,37,40
73611.graph,61,69
1549025.graph,14,13
5281514.graph,20,21
10957631.graph,21,20
9860744.graph,21,24
6305.graph,15,16
3563.graph,23,26
4830.graph,27,29
443629.graph,34,36
91862275.graph,197,210
54640219.graph,33,36
54660835.graph,36,41
44499442.graph,37,40
54631301.graph,39,41
54633834.graph,38,40
44503392.graph,44,46
52931207.graph,55,54
663189.graph,16,16
10317369.graph,19,19
3008318.graph,34,35
4529864.graph,35,38
2870823.graph,23,25
54682830.graph,18,19
5281986.graph,23,27
52923467.graph,60,59
54619697.graph,42,46
129626654.graph,22,22
54633077.graph,43,46
54614708.graph,42,44
60185133.graph,33,38
54647709.graph,33,37
54652479.graph,28,31
53262364.graph,71,76
53382713.graph,39,42
34781.graph,27,30
2782.graph,23,26
16091459.graph,30,33
11954018.graph,87,89
51042201.graph,42,45
6971007.graph,12,12
89327351.graph,42,41
54637862.graph,36,39
91825734.graph,73,79
54620027.graph,33,35
92783.graph,21,23
442019.graph,24,28
56835406.graph,41,45
54646139.graph,40,45
91851809.graph,97,104
71627209.graph,48,47
6451137.graph,29,31
5460946.graph,11,11
54632647.graph,34,36
11388.graph,12,13
72193797.graph,79,81
688494.graph,16,16
10385095.graph,28,30
25137932.graph,19,18
54632296.graph,34,36
54618476.graph,34,36
44619411.graph,43,46
2394148.graph,30,32
54661297.graph,27,31
2277079.graph,29,31
124202185.graph,36,41
25203495.graph,8,7
44505463.graph,37,40
7567105.graph,25,29
21863.graph,12,12
5282052.graph,76,83
24646.graph,3,2
2353.graph,25,29
44502173.graph,44,47
65864.graph,32,34
71464600.graph,24,25
73707576.graph,18,21
16129641.graph,105,113
1294737.graph,23,25
91849674.graph,59,61
91859362.graph,197,209
54649701.graph,30,32
54654388.graph,38,41
3916515.graph,23,25
54638619.graph,29,31
23675747.graph,21,21
132282109.graph,80,83
6971042.graph,11,10
5460140.graph,55,56
118797968.graph,16,16
91820117.graph,25,24
54620062.graph,34,37
54637827.graph,43,47
5312799.graph,13,12
91854669.graph,57,60
54664826.graph,33,37
54649395.graph,40,43
25791064.graph,26,27
44507381.graph,33,34
11986721.graph,13,12
2933236.graph,27,31
21158461.graph,22,21
2445561.graph,26,27
3478439.graph,41,44
56835443.graph,39,42
60191436.graph,30,34
91861776.graph,51,54
71296204.graph,50,49
5462236.graph,25,27
6857609.graph,8,4
54632602.graph,32,33
44502975.graph,38,40
8799.graph,20,19
21826.graph,38,42
33605.graph,22,24
655907.graph,31,35
5606.graph,15,15
5287671.graph,9,8
54618433.graph,39,42
50909895.graph,38,40
470.graph,8,7
44487119.graph,44,47
60189208.graph,32,36
91849631.graph,68,72
54649744.graph,37,40
5460591.graph,5,4
439959.graph,29,31
7570.graph,19,20
31573.graph,17,17
655144.graph,23,25
5280361.graph,8,7
1324642.graph,22,24
72064.graph,23,24
62572.graph,9,8
47938.graph,25,27
73707533.graph,34,37
92136198.graph,19,20
56673402.graph,58,63
44501205.graph,41,45
46173891.graph,25,26
12598929.graph,11,12
1047584.graph,24,26
54619476.graph,33,35
54633296.graph,35,37
7006473.graph,13,12
146170949.graph,146,157
54652698.graph,31,35
45266851.graph,39,40
56927783.graph,41,43
71297690.graph,142,152
71581221.graph,41,40
44620491.graph,44,46
91862094.graph,90,95
91848674.graph,73,78
71298479.graph,93,99
70697921.graph,48,49
23674747.graph,20,21
134160261.graph,40,41
50918585.graph,28,32
135938376.graph,21,23
54639619.graph,36,39
6708593.graph,18,20
6535.graph,11,10
30536.graph,5,4
17249.graph,21,20
44506715.graph,41,44
5281324.graph,36,39
49831756.graph,23,24
5461105.graph,1,0
12358967.graph,19,18
533876.graph,12,11
54631531.graph,37,39
54634357.graph,33,35
54621027.graph,35,38
129626827.graph,26,27
10169367.graph,54,59
44617229.graph,45,48
54640429.graph,27,29
443019.graph,27,31
86583426.graph,68,70
1472845.graph,26,28
10088963.graph,25,27
5714280.graph,23,25
157211.graph,19,19
6992002.graph,11,10
842272.graph,20,21
91860733.graph,94,100
54647139.graph,32,35
54660646.graph,33,37
71297241.graph,47,50
135956140.graph,23,24
54665020.graph,35,39
6948087.graph,22,23
126456533.graph,70,72
46926335.graph,16,16
119058192.graph,30,29
54633647.graph,35,37
3086428.graph,23,24
54619433.graph,34,37
45266814.graph,12,13
24747211.graph,44,48
1060.graph,6,5
11730903.graph,37,40
121232664.graph,13,12
9550517.graph,33,37
644452.graph,32,36
21677481.graph,38,41
56598740.graph,24,26
15939.graph,14,15
3316.graph,16,16
6570.graph,5,4
5283854.graph,29,32
5284507.graph,16,15
5281361.graph,20,23
73064.graph,10,9
23724541.graph,68,71
5313348.graph,54,53
15996185.graph,31,33
53480097.graph,61,61
152432.graph,15,16
102514996.graph,44,48
54634312.graph,34,36
54631574.graph,37,40
15061532.graph,33,32
44620005.graph,33,34
44499237.graph,31,33
86583463.graph,27,26
5417548.graph,18,19
44618085.graph,40,42
44620846.graph,42,44
91860776.graph,96,102
91847009.graph,106,114
54665065.graph,32,36
10384401.graph,27,31
54626572.graph,35,37
54633602.graph,34,36
16040016.graph,29,31
2081257.graph,21,23
5053503.graph,11,10
50986193.graph,56,56
90659882.graph,55,57
46916324.graph,27,30
70698032.graph,30,33
195713.graph,34,37
54631259.graph,41,44
16759163.graph,28,28
2582774.graph,23,24
44617541.graph,45,48
139600857.graph,70,71
44620728.graph,47,49
44494485.graph,37,39
91855144.graph,21,22
44484193.graph,35,37
91850722.graph,106,113
54640341.graph,32,34
86290199.graph,38,37
3244071.graph,33,36
92135951.graph,30,33
52921649.graph,56,60
23928086.graph,23,25
4840994.graph,36,38
160710.graph,14,15
9465.graph,13,13
74688.graph,13,14
52952427.graph,94,100
49852397.graph,18,19
11338509.graph,27,27
446954.graph,26,27
53356217.graph,21,24
71297529.graph,117,125
71581198.graph,36,35
54647651.graph,36,41
91857232.graph,27,28
53354922.graph,34,33
54652521.graph,30,34
441407.graph,30,33
54707104.graph,26,28
54614650.graph,41,42
15558736.graph,27,29
6712362.graph,25,29
158341.graph,28,31
46904195.graph,33,36
3084830.graph,32,36
50900841.graph,35,38
54639932.graph,33,36
6439179.graph,25,24
12313073.graph,48,52
54647280.graph,28,30
54657796.graph,29,31
44494054.graph,35,38
91845083.graph,70,74
54640790.graph,28,30
441895.graph,85,94
54631688.graph,32,34
54613791.graph,41,44
54639171.graph,30,32
17521.graph,16,16
20748.graph,10,10
70678790.graph,64,66
28425.graph,19,22
70698077.graph,23,25
122164849.graph,26,25
70680298.graph,27,29
5345696.graph,24,26
7009566.graph,18,17
54633929.graph,29,30
16070007.graph,20,19
46947855.graph,30,32
91848588.graph,95,101
91862368.graph,45,48
91850767.graph,188,201
54640304.graph,33,36
91855101.graph,122,131
5309168.graph,24,26
53262279.graph,77,83
54647614.graph,31,35
441442.graph,9,9
54652564.graph,23,26
91855942.graph,71,74
90659084.graph,63,65
129626749.graph,26,27
114868.graph,17,18
2868392.graph,22,24
15946636.graph,14,14
2158329.graph,27,30
54639977.graph,30,32
45479543.graph,68,69
441093.graph,11,11
53356683.graph,43,48
10074.graph,20,23
12302.graph,7,6
17564.graph,19,19
44506038.graph,37,40
10450920.graph,26,27
119565.graph,14,13
24069148.graph,31,32
9826528.graph,26,27
28147631.graph,9,9
71298354.graph,54,58
91852883.graph,152,162
44494011.graph,32,34
44142073.graph,21,23
5355751.graph,7,6
54639134.graph,32,35
46224563.graph,29,30
102144112.graph,28,30
54638932.graph,32,34
6852393.graph,20,23
786021.graph,19,20
439637.graph,23,24
50906512.graph,31,34
60189525.graph,28,31
54646280.graph,26,29
42030.graph,21,25
124081729.graph,23,24
678599.graph,20,22
136661908.graph,36,39
665110.graph,22,25
16083180.graph,31,33
135764911.graph,17,18
102571802.graph,25,26
10073073.graph,32,35
54649069.graph,34,36
54651286.graph,25,26
46912193.graph,25,28
54582101.graph,28,33
54638171.graph,37,40
54630688.graph,35,38
52951751.graph,33,37
2349764.graph,32,35
15945505.graph,33,36
135399235.graph,20,22
146672572.graph,169,182
91861818.graph,36,38
86289376.graph,37,36
60184828.graph,34,38
54654031.graph,35,38
442771.graph,22,24
54646651.graph,37,41
440407.graph,38,40
23668834.graph,23,25
54637749.graph,39,42
44424481.graph,41,47
889089.graph,25,28
66728267.graph,26,28
24928.graph,7,4
2159329.graph,22,24
54638977.graph,32,34
85479.graph,16,17
44495852.graph,39,42
440093.graph,34,37
44623889.graph,26,30
12310340.graph,22,25
135869618.graph,62,62
91853883.graph,76,81
54638134.graph,42,46
2078831.graph,12,12
16564.graph,15,16
11669392.graph,32,35
5460628.graph,3,2
71768098.graph,186,204
3783540.graph,22,22
135413535.graph,25,26
146672537.graph,62,66
54632929.graph,36,39
841629.graph,18,20
240982.graph,26,29
54654074.graph,38,41
91854101.graph,99,105
54641304.graph,32,34
11523156.graph,25,25
2939992.graph,26,27
134692039.graph,36,39
1093414.graph,28,31
8420.graph,14,15
6398448.graph,7,6
759256.graph,14,14
25245418.graph,7,6
68244.graph,25,27
135244.graph,11,10
124202279.graph,34,37
25203769.graph,68,70
1121652.graph,24,27
91853411.graph,80,84
3245877.graph,22,24
54646614.graph,37,42
91846761.graph,106,114
54703727.graph,27,29
800048.graph,17,18
132282208.graph,73,76
54638518.graph,29,30
71768065.graph,29,31
60184890.graph,35,40
54654089.graph,35,39
54666486.graph,30,33
54649400.graph,42,46
91849575.graph,89,94
71464501.graph,22,21
72320.graph,37,42
21580808.graph,18,18
72193804.graph,74,76
2052.graph,14,14
179547.graph,10,10
34051.graph,21,23
24547.graph,3,2
44500947.graph,38,40
5280866.graph,21,21
5282353.graph,31,34
2811.graph,21,23
11458.graph,23,24
44505762.graph,31,32
124202284.graph,27,31
65326.graph,12,12
92810.graph,23,26
146026558.graph,59,63
6326658.graph,36,40
54618777.graph,37,39
54632197.graph,36,38
44559918.graph,31,34
5282782.graph,12,11
137333734.graph,20,20
11089.graph,14,15
5193.graph,17,17
135433376.graph,67,73
54632546.graph,37,40
5462172.graph,11,10
11831045.graph,16,17
71296140.graph,132,142
54646238.graph,41,45
54649892.graph,21,23
54654458.graph,40,44
442318.graph,28,29
54676541.graph,29,32
25058172.graph,18,18
5460204.graph,34,36
6971306.graph,11,10
16599.graph,32,35
29009.graph,24,23
161379.graph,22,25
77197.graph,5,4
53481747.graph,57,56
53484121.graph,37,40
9543076.graph,16,16
134692081.graph,89,92
7671.graph,9,9
2017.graph,19,21
24502.graph,9,8
169014.graph,18,21
53324084.graph,43,47
54632991.graph,35,37
5460690.graph,8,8
54649445.graph,42,46
56835393.graph,41,45
92855.graph,26,29
54618732.graph,37,40
5282316.graph,23,22
5280823.graph,37,37
44505727.graph,35,37
647425.graph,36,40
2204910.graph,22,24
54632503.graph,35,36
6857508.graph,18,21
3784439.graph,23,25
91853078.graph,35,37
91861477.graph,34,36
73945813.graph,19,19
12308954.graph,29,32
9682140.graph,26,27
25203300.graph,11,10
24058689.graph,41,46
24779051.graph,60,59
77991.graph,18,18
25245832.graph,21,20
11134575.graph,31,32
5995.graph,25,28
156155.graph,33,36
131801234.graph,53,52
25201076.graph,27,31
9796304.graph,21,20
21627865.graph,12,12
54649094.graph,35,37
44488420.graph,41,44
135911936.graph,37,39
135415409.graph,22,25
54633546.graph,42,45
131708318.graph,135,142
54647238.graph,30,34
5309544.graph,21,24
10089.graph,26,28
669037.graph,19,20
137322222.graph,45,48
44506886.graph,57,60
25244877.graph,22,21
9547284.graph,31,33
747185.graph,19,21
70678728.graph,31,32
24778857.graph,56,55
2446553.graph,20,21
56927810.graph,31,34
44489465.graph,41,44
91862744.graph,67,72
54640728.graph,32,34
11434448.graph,27,29
54631630.graph,39,42
9887884.graph,31,35
54634056.graph,33,35
3435083.graph,19,20
50994066.graph,20,21
25195414.graph,20,21
2446182.graph,24,27
71815.graph,13,13
2313024.graph,25,27
121225526.graph,24,24
5714550.graph,26,28
6634.graph,18,19
3052.graph,14,14
168051.graph,1,0
54639518.graph,29,32
39818749.graph,30,32
70680265.graph,55,63
5362114.graph,40,43
118561847.graph,15,15
91858063.graph,83,89
86290121.graph,31,33
44620790.graph,46,49
23724605.graph,16,16
71297591.graph,145,155
71581120.graph,62,69
54652599.graph,28,31
375117.graph,24,28
94543.graph,18,18
53873839.graph,11,11
53262284.graph,21,25
54633197.graph,36,39
16746624.graph,26,27
4984721.graph,11,11
54619777.graph,34,36
10130039.graph,9,8
5281866.graph,21,22
